Game Number	Video Link	Winner	Map Name	Players, Roles and Tasks	Players, Roles and Tasks
205	https://www.youtube.com/watch?v=NDV4bu_C3oM&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1884s	Imposter	Polus	Simon - Vulture,Josh - Mini Crewmate - (4/8),Vik - Crewmate - (0/8),Ethan - Crewmate - (6/8),Harry - Crewmate - (1/8),JJ - Imposter,Randolph - Crewmate - (3/8),Lazarbeam - Imposter,Deji - Invert Crewmate - (3/8),Viz - Crewmate - (1/8)	Simon - Vulture Josh - Mini Crewmate - (4/8) Vik - Crewmate - (0/8) Ethan - Crewmate - (6/8) Harry - Crewmate - (1/8) JJ - Imposter Randolph - Crewmate - (3/8) Lazarbeam - Imposter Deji - Invert Crewmate - (3/8) Viz - Crewmate - (1/8)
206	https://www.youtube.com/watch?v=NDV4bu_C3oM&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2533s	Vulture	Polus	Simon - Crewmate - (3/8),Josh - Crewmate - (3/8),Vik - Engineer - (1/8),Ethan - Imposter,Harry - Mini Imposter,JJ - Crewmate - (0/8),Randolph - Mayor - (0/8),Lazarbeam - Crewmate - (1/8),Deji - Crewmate - (1/8),Viz - Invert Vulture	Simon - Crewmate - (3/8) Josh - Crewmate - (3/8) Vik - Engineer - (1/8) Ethan - Imposter Harry - Mini Imposter JJ - Crewmate - (0/8) Randolph - Mayor - (0/8) Lazarbeam - Crewmate - (1/8) Deji - Crewmate - (1/8) Viz - Invert Vulture
207	https://www.youtube.com/watch?v=5-d4Ux8ZvVs&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=75	Crewmate	The Skeld	Simon - Crewmate - (7/8),Josh - Crewmate - (8/8),Vik - Crewmate - (4/8),Ethan - Crewmate - (8/8),Harry - Time Master - (5/8),JJ - Morphling,Randolph - Imposter,Lazarbeam - Jester,Deji - Sunglasses Crewmate - (8/8),Viz - Chameleon Crewmate - (5/8)	Simon - Crewmate - (7/8) Josh - Crewmate - (8/8) Vik - Crewmate - (4/8) Ethan - Crewmate - (8/8) Harry - Time Master - (5/8) JJ - Morphling Randolph - Imposter Lazarbeam - Jester Deji - Sunglasses Crewmate - (8/8) Viz - Chameleon Crewmate - (5/8)
208	https://www.youtube.com/watch?v=5-d4Ux8ZvVs&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1157s	Crewmate	The Skeld	Simon - Chameleon Crewmate - (3/8),Josh - Imposter,Vik - Sunglasses Crewmate - (0/8),Ethan - Jester,Harry - Time Master - (0/8),JJ - Crewmate - (0/8),Randolph - Crewmate - (2/8),Lazarbeam - Crewmate - (1/8),Deji - Morphling,Viz - Crewmate - (3/8)	Simon - Chameleon Crewmate - (3/8) Josh - Imposter Vik - Sunglasses Crewmate - (0/8) Ethan - Jester Harry - Time Master - (0/8) JJ - Crewmate - (0/8) Randolph - Crewmate - (2/8) Lazarbeam - Crewmate - (1/8) Deji - Morphling Viz - Crewmate - (3/8)
209	https://www.youtube.com/watch?v=5-d4Ux8ZvVs&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1676s	Jester	The Skeld	Simon - Crewmate - (3/8),Josh - Crewmate - (4/8),Vik - Crewmate - (0/8),Ethan - Crewmate - (3/8),Harry - Jester,JJ - Imposter,Randolph - Chameleon Morphling,Lazarbeam - Sunglasses Crewmate - (2/8),Deji - Time Master - (0/8),Viz - Crewmate - (3/8)	Simon - Crewmate - (3/8) Josh - Crewmate - (4/8) Vik - Crewmate - (0/8) Ethan - Crewmate - (3/8) Harry - Jester JJ - Imposter Randolph - Chameleon Morphling Lazarbeam - Sunglasses Crewmate - (2/8) Deji - Time Master - (0/8) Viz - Crewmate - (3/8)
210	https://www.youtube.com/watch?v=5-d4Ux8ZvVs&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2038s	Imposter	The Skeld	Simon - Crewmate - (3/8),Josh - Chameleon Crewmate - (0/8),Vik - Sunglasses Time Master - (0/8),Ethan - Imposter,Harry - Crewmate - (6/8),JJ - Jester,Randolph - Crewmate - (2/8),Lazarbeam - Morphling,Deji - Crewmate - (0/8),Viz - Crewmate - (1/8)	Simon - Crewmate - (3/8) Josh - Chameleon Crewmate - (0/8) Vik - Sunglasses Time Master - (0/8) Ethan - Imposter Harry - Crewmate - (6/8) JJ - Jester Randolph - Crewmate - (2/8) Lazarbeam - Morphling Deji - Crewmate - (0/8) Viz - Crewmate - (1/8)
211	https://www.youtube.com/watch?v=5-d4Ux8ZvVs&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2706s	Imposter	The Skeld	Simon - Crewmate - (3/8),Josh - Time Master - (6/8),Vik - Crewmate - (2/8),Ethan - Imposter,Harry - Crewmate - (6/8),JJ - Sunglasses Crewmate - (1/8),Randolph - Crewmate - (6/8),Lazarbeam - Crewmate - (3/8),Deji - Jester,Viz - Chameleon Morphling	Simon - Crewmate - (3/8) Josh - Time Master - (6/8) Vik - Crewmate - (2/8) Ethan - Imposter Harry - Crewmate - (6/8) JJ - Sunglasses Crewmate - (1/8) Randolph - Crewmate - (6/8) Lazarbeam - Crewmate - (3/8) Deji - Jester Viz - Chameleon Morphling
212	https://www.youtube.com/watch?v=5-d4Ux8ZvVs&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=3844s	Crewmate	The Skeld	Simon - Sunglasses Crewmate - (3/8),Josh - Crewmate - (0/8),Vik - Crewmate - (1/8),Ethan - Jester,Harry - Crewmate - (3/8),JJ - Imposter,Randolph - Crewmate - (2/8),Lazarbeam - Chameleon Crewmate - (0/8),Deji - Morphling,Viz - Time Master - (1/8)	Simon - Sunglasses Crewmate - (3/8) Josh - Crewmate - (0/8) Vik - Crewmate - (1/8) Ethan - Jester Harry - Crewmate - (3/8) JJ - Imposter Randolph - Crewmate - (2/8) Lazarbeam - Chameleon Crewmate - (0/8) Deji - Morphling Viz - Time Master - (1/8)
213	https://www.youtube.com/watch?v=HYGac1djYio&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=76	Crewmate	MIRA HQ	Simon - Crewmate - (8/8),Josh - Crewmate - (8/8),Vik - Crewmate - (6/8),Tobi - Crewmate - (8/8),Harry - Crewmate - (8/8),JJ - Imposter,MaxFosh - Crewmate - (6/8),Deji - Crewmate - (8/8),JME - Imposter,DannyAarons - Crewmate - (4/8)	Simon - Crewmate - (8/8) Josh - Crewmate - (8/8) Vik - Crewmate - (6/8) Tobi - Crewmate - (8/8) Harry - Crewmate - (8/8) JJ - Imposter MaxFosh - Crewmate - (6/8) Deji - Crewmate - (8/8) JME - Imposter DannyAarons - Crewmate - (4/8)
214	https://www.youtube.com/watch?v=HYGac1djYio&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=964s	Imposter	The Airship	Simon - Crewmate - (4/8),Josh - Imposter,Vik - Imposter,Tobi - Crewmate - (3/8),Harry - Crewmate - (1/8),JJ - Crewmate - (1/8),MaxFosh - Crewmate - (0/8),Deji - Crewmate - (3/8),JME - Crewmate - (0/8),DannyAarons - Crewmate - (1/8)	Simon - Crewmate - (4/8) Josh - Imposter Vik - Imposter Tobi - Crewmate - (3/8) Harry - Crewmate - (1/8) JJ - Crewmate - (1/8) MaxFosh - Crewmate - (0/8) Deji - Crewmate - (3/8) JME - Crewmate - (0/8) DannyAarons - Crewmate - (1/8)
215	https://www.youtube.com/watch?v=HYGac1djYio&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1705s	Imposter	The Fungle	Simon - Imposter,Josh - Crewmate - (5/8),Vik - Crewmate - (1/8),Tobi - Crewmate - (5/8),Harry - Crewmate - (4/8),JJ - Crewmate - (3/8),MaxFosh - Imposter,Deji - Crewmate - (4/8),JME - Crewmate - (5/8),DannyAarons - Crewmate - (3/8)	Simon - Imposter Josh - Crewmate - (5/8) Vik - Crewmate - (1/8) Tobi - Crewmate - (5/8) Harry - Crewmate - (4/8) JJ - Crewmate - (3/8) MaxFosh - Imposter Deji - Crewmate - (4/8) JME - Crewmate - (5/8) DannyAarons - Crewmate - (3/8)
216	https://www.youtube.com/watch?v=SeJdMvVNULA&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=77	Crewmate	The Skeld	Simon - Crewmate - (8/8),Josh - Crewmate - (8/8),Vik - Crewmate - (5/8),Tobi - Crewmate - (8/8),Harry - Crewmate - (8/8),JJ - Crewmate - (0/8),MaxFosh - Crewmate - (8/8),Deji - Cleaner,JME - Imposter,DannyAarons - Crewmate - (6/8)	Simon - Crewmate - (8/8) Josh - Crewmate - (8/8) Vik - Crewmate - (5/8) Tobi - Crewmate - (8/8) Harry - Crewmate - (8/8) JJ - Crewmate - (0/8) MaxFosh - Crewmate - (8/8) Deji - Cleaner JME - Imposter DannyAarons - Crewmate - (6/8)
217	https://www.youtube.com/watch?v=SeJdMvVNULA&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1274s	Imposter	The Skeld	Simon - Cleaner,Josh - Crewmate - (5/8),Vik - Crewmate - (8/8),Tobi - Crewmate - (8/8),Harry - Crewmate - (8/8),JJ - Crewmate - (7/8),MaxFosh - Crewmate - (6/8),Deji - Imposter,JME - Crewmate - (7/8),DannyAarons - Crewmate - (4/8)	Simon - Cleaner Josh - Crewmate - (5/8) Vik - Crewmate - (8/8) Tobi - Crewmate - (8/8) Harry - Crewmate - (8/8) JJ - Crewmate - (7/8) MaxFosh - Crewmate - (6/8) Deji - Imposter JME - Crewmate - (7/8) DannyAarons - Crewmate - (4/8)
218	https://www.youtube.com/watch?v=SeJdMvVNULA&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1979s	Crewmate	The Skeld	Simon - Crewmate - (5/8),Josh - Crewmate - (6/8),Vik - Crewmate - (1/8),Tobi - Crewmate - (5/8),Harry - Crewmate - (7/8),JJ - Crewmate - (6/8),MaxFosh - Imposter,Deji - Crewmate - (0/8),JME - Cleaner,DannyAarons - Crewmate - (2/8)	Simon - Crewmate - (5/8) Josh - Crewmate - (6/8) Vik - Crewmate - (1/8) Tobi - Crewmate - (5/8) Harry - Crewmate - (7/8) JJ - Crewmate - (6/8) MaxFosh - Imposter Deji - Crewmate - (0/8) JME - Cleaner DannyAarons - Crewmate - (2/8)
219	https://www.youtube.com/watch?v=mZX579jBnzI&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=78	Imposter	The Skeld	Josh - Morphling,Vik - Sheriff - (7/7),Tobi - Crewmate - (7/7),Ethan - Imposter,Harry - Crewmate - (7/7),JJ - Crewmate - (7/7),Lazarbeam - Crewmate - (4/7),Ginge - Crewmate - (7/7),Jynxzi - Jester,Deji - Medic - (0/7)	Josh - Morphling Vik - Sheriff - (7/7) Tobi - Crewmate - (7/7) Ethan - Imposter Harry - Crewmate - (7/7) JJ - Crewmate - (7/7) Lazarbeam - Crewmate - (4/7) Ginge - Crewmate - (7/7) Jynxzi - Jester Deji - Medic - (0/7)
220	https://www.youtube.com/watch?v=mZX579jBnzI&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1103s	Crewmate	The Skeld	Josh - Crewmate - (6/7),Vik - Crewmate - (2/7),Tobi - Morphling,Ethan - Crewmate - (7/7),Harry - Sheriff - (2/7),JJ - Crewmate - (1/7),Lazarbeam - Crewmate - (3/7),Ginge - Imposter,Jynxzi - Jester,Deji - Medic - (0/7)	Josh - Crewmate - (6/7) Vik - Crewmate - (2/7) Tobi - Morphling Ethan - Crewmate - (7/7) Harry - Sheriff - (2/7) JJ - Crewmate - (1/7) Lazarbeam - Crewmate - (3/7) Ginge - Imposter Jynxzi - Jester Deji - Medic - (0/7)
221	https://www.youtube.com/watch?v=mZX579jBnzI&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2153s	Imposter	The Skeld	Josh - Crewmate - (3/7),Vik - Morphling,Tobi - Jester,Ethan - Crewmate - (2/7),Harry - Crewmate - (1/7),JJ - Sheriff - (0/7),Lazarbeam - Crewmate - (0/7),Ginge - Medic - (0/7),Jynxzi - Crewmate - (0/7),Deji - Imposter	Josh - Crewmate - (3/7) Vik - Morphling Tobi - Jester Ethan - Crewmate - (2/7) Harry - Crewmate - (1/7) JJ - Sheriff - (0/7) Lazarbeam - Crewmate - (0/7) Ginge - Medic - (0/7) Jynxzi - Crewmate - (0/7) Deji - Imposter
222	https://www.youtube.com/watch?v=iuJ-oDZhOS8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=79	Imposter	The Skeld	Josh - Engineer Lover - (1/7),Vik - Sunglasses Nice Guesser - (0/7),Tobi - Swapper - (3/7),Ethan - Bait Bounty Hunter,Harry - Mini Jester,JJ - Anti TP Thief - (0/7),Lazarbeam - Chameleon Camouflager,Ginge - Invert Jackal,Jynxzi - Bloody Pursuer,Deji - Arsonist Lover	Josh - Engineer Lover - (1/7) Vik - Sunglasses Nice Guesser - (0/7) Tobi - Swapper - (3/7) Ethan - Bait Bounty Hunter Harry - Mini Jester JJ - Anti TP Thief - (0/7) Lazarbeam - Chameleon Camouflager Ginge - Invert Jackal Jynxzi - Bloody Pursuer Deji - Arsonist Lover
223	https://www.youtube.com/watch?v=iuJ-oDZhOS8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1009s	Arsonist	The Skeld	Josh - Engineer Lover - (2/7),Vik - Sunglasses Mayor - (1/7),Tobi - Invert Camouflager,Ethan - Swapper Lover - (2/7),Harry - Bloody Bounty Hunter,JJ - Mini Arsonist,Lazarbeam - Anti TP Jester,Ginge - Chameleon Spy - (0/7),Jynxzi - Bait Vulture,Deji - Portal Maker - (0/7)	Josh - Engineer Lover - (2/7) Vik - Sunglasses Mayor - (1/7) Tobi - Invert Camouflager Ethan - Swapper Lover - (2/7) Harry - Bloody Bounty Hunter JJ - Mini Arsonist Lazarbeam - Anti TP Jester Ginge - Chameleon Spy - (0/7) Jynxzi - Bait Vulture Deji - Portal Maker - (0/7)
224	https://www.youtube.com/watch?v=iuJ-oDZhOS8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1725s	Jackal	The Skeld	Josh - Tie Breaker Arsonist,Vik - Mini Vulture,Tobi - Chameleon Jackal,Ethan - Thief,Harry - Trapper Lover - (2/7),JJ - Spy Lover - (1/7),Lazarbeam - Bloody Crewmate - (0/7),Ginge - VIP Eraser,Jynxzi - Anti TP Morphling,Deji - Invert Jester	Josh - Tie Breaker Arsonist Vik - Mini Vulture Tobi - Chameleon Jackal Ethan - Thief Harry - Trapper Lover - (2/7) JJ - Spy Lover - (1/7) Lazarbeam - Bloody Crewmate - (0/7) Ginge - VIP Eraser Jynxzi - Anti TP Morphling Deji - Invert Jester
225	https://www.youtube.com/watch?v=iuJ-oDZhOS8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2785s	Crewmate	The Skeld	Josh - Tie Breaker Pursuer,Vik - Bloody Time Master - (2/7),Tobi - Jester Lover,Ethan - Anti TP Ninja,Harry - Bait Vulture,JJ - Jackal Lover,Lazarbeam - VIP Trapper - (0/7),Ginge - Invert Thief,Jynxzi - Mini Bounty Hunter,Deji - Sunglasses Engineer - (0/7)	Josh - Tie Breaker Pursuer Vik - Bloody Time Master - (2/7) Tobi - Jester Lover Ethan - Anti TP Ninja Harry - Bait Vulture JJ - Jackal Lover Lazarbeam - VIP Trapper - (0/7) Ginge - Invert Thief Jynxzi - Mini Bounty Hunter Deji - Sunglasses Engineer - (0/7)
226	https://www.youtube.com/watch?v=2MyKs8mpRng&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=80	Crewmate	The Skeld	Simon - Crewmate - (8/8),Josh - Crewmate - (8/8),Tobi - Imposter,Ethan - Aurial - (3/8),Harry - Crewmate - (1/8),JJ - Imposter,Randolph - Crewmate - (3/8),Lazarbeam - Crewmate - (1/8),Joe Weller - Crewmate - (0/8),DannyAarons - Crewmate - (2/8)	Simon - Crewmate - (8/8) Josh - Crewmate - (8/8) Tobi - Imposter Ethan - Aurial - (3/8) Harry - Crewmate - (1/8) JJ - Imposter Randolph - Crewmate - (3/8) Lazarbeam - Crewmate - (1/8) Joe Weller - Crewmate - (0/8) DannyAarons - Crewmate - (2/8)
227	https://www.youtube.com/watch?v=2MyKs8mpRng&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1065s	Crewmate	The Skeld	Simon - Aurial - (0/8),Josh - Crewmate - (4/8),Tobi - Imposter,Ethan - Crewmate - (6/8),Harry - Crewmate - (4/8),JJ - Crewmate - (0/8),Randolph - Crewmate - (5/8),Lazarbeam - Crewmate - (0/8),Joe Weller - Crewmate - (0/8),DannyAarons - Imposter	Simon - Aurial - (0/8) Josh - Crewmate - (4/8) Tobi - Imposter Ethan - Crewmate - (6/8) Harry - Crewmate - (4/8) JJ - Crewmate - (0/8) Randolph - Crewmate - (5/8) Lazarbeam - Crewmate - (0/8) Joe Weller - Crewmate - (0/8) DannyAarons - Imposter
228	https://www.youtube.com/watch?v=2MyKs8mpRng&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1576s	Crewmate	The Skeld	Simon - Crewmate - (5/8),Josh - Imposter,Tobi - Imposter,Ethan - Crewmate - (8/8),Harry - Crewmate - (7/8),JJ - Aurial - (0/8),Randolph - Crewmate - (4/8),Lazarbeam - Crewmate - (4/8),Joe Weller - Crewmate - (3/8),DannyAarons - Crewmate - (1/8)	Simon - Crewmate - (5/8) Josh - Imposter Tobi - Imposter Ethan - Crewmate - (8/8) Harry - Crewmate - (7/8) JJ - Aurial - (0/8) Randolph - Crewmate - (4/8) Lazarbeam - Crewmate - (4/8) Joe Weller - Crewmate - (3/8) DannyAarons - Crewmate - (1/8)
229	https://www.youtube.com/watch?v=2MyKs8mpRng&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2185s	Imposter	The Skeld	Simon - Crewmate - (3/8),Josh - Crewmate - (5/8),Tobi - Crewmate,Ethan - Crewmate - (8/8),Harry - Crewmate - (3/8),JJ - Imposter,Randolph - Aurial - (0/8),Lazarbeam - Imposter,Joe Weller - Crewmate - (1/8),DannyAarons - Crewmate	Simon - Crewmate - (3/8) Josh - Crewmate - (5/8) Tobi - Crewmate Ethan - Crewmate - (8/8) Harry - Crewmate - (3/8) JJ - Imposter Randolph - Aurial - (0/8) Lazarbeam - Imposter Joe Weller - Crewmate - (1/8) DannyAarons - Crewmate
230	https://www.youtube.com/watch?v=CaPnJLSveE0&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=81	Crewmate	The Skeld	Simon - Crewmate - (6/8),Josh - Crewmate - (3/8),Tobi - Crewmate - (1/8),Ethan - Crewmate - (5/8),Harry - Imposter,JJ - Juggernaut,Randolph - Venerer,Lazarbeam - Crewmate - (1/8),Joe Weller - Crewmate - (1/8),Viz - Crewmate - (2/8)	Simon - Crewmate - (6/8) Josh - Crewmate - (3/8) Tobi - Crewmate - (1/8) Ethan - Crewmate - (5/8) Harry - Imposter JJ - Juggernaut Randolph - Venerer Lazarbeam - Crewmate - (1/8) Joe Weller - Crewmate - (1/8) Viz - Crewmate - (2/8)
231	https://www.youtube.com/watch?v=CaPnJLSveE0&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=661s	Crewmate	The Skeld	Simon - Crewmate - (8/8),Josh - Crewmate - (5/8),Tobi - Venerer,Ethan - Crewmate - (5/8),Harry - Imposter,JJ - Crewmate - (3/8),Randolph - Crewmate - (6/8),Lazarbeam - Crewmate - (5/8),Joe Weller - Crewmate - (2/8),Viz - Crewmate - (4/8)	Simon - Crewmate - (8/8) Josh - Crewmate - (5/8) Tobi - Venerer Ethan - Crewmate - (5/8) Harry - Imposter JJ - Crewmate - (3/8) Randolph - Crewmate - (6/8) Lazarbeam - Crewmate - (5/8) Joe Weller - Crewmate - (2/8) Viz - Crewmate - (4/8)
232	https://www.youtube.com/watch?v=CaPnJLSveE0&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1593s	Imposter	The Skeld	Simon - Juggernaut,Josh - Crewmate - (0/8),Tobi - Imposter,Ethan - Crewmate - (2/8),Harry - Crewmate - (2/8),JJ - Crewmate - (0/8),Randolph - Crewmate - (1/8),Lazarbeam - Crewmate - (2/8),Joe Weller - Venerer,Viz - Crewmate - (1/8)	Simon - Juggernaut Josh - Crewmate - (0/8) Tobi - Imposter Ethan - Crewmate - (2/8) Harry - Crewmate - (2/8) JJ - Crewmate - (0/8) Randolph - Crewmate - (1/8) Lazarbeam - Crewmate - (2/8) Joe Weller - Venerer Viz - Crewmate - (1/8)
233	https://www.youtube.com/watch?v=CaPnJLSveE0&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1876s	Crewmate	The Skeld	Simon - Crewmate - (3/8),Josh - Crewmate - (2/8),Tobi - Crewmate - (8/8),Ethan - Imposter,Harry - Crewmate - (0/8),JJ - Crewmate - (0/8),Randolph - Venerer,Lazarbeam - Crewmate - (0/8),Joe Weller - Crewmate - (2/8),Viz - Crewmate - (1/8)	Simon - Crewmate - (3/8) Josh - Crewmate - (2/8) Tobi - Crewmate - (8/8) Ethan - Imposter Harry - Crewmate - (0/8) JJ - Crewmate - (0/8) Randolph - Venerer Lazarbeam - Crewmate - (0/8) Joe Weller - Crewmate - (2/8) Viz - Crewmate - (1/8)
234	https://www.youtube.com/watch?v=nxGlZX9GH5I&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=82	Imposter	The Skeld	Simon - Crewmate,Josh - Crewmate,Vik - Crewmate,Tobi - Crewmate,Ethan - Noise Maker,Harry - Crewmate,JJ - Imposter,Lachlan - Crewmate,PieFace - ShapeShifter,Viz - Crewmate	Simon - Crewmate Josh - Crewmate Vik - Crewmate Tobi - Crewmate Ethan - Noise Maker Harry - Crewmate JJ - Imposter Lachlan - Crewmate PieFace - ShapeShifter Viz - Crewmate
235	https://www.youtube.com/watch?v=nxGlZX9GH5I&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1023s	Imposter	The Skeld	Simon - Crewmate,Josh - Crewmate,Vik - Crewmate,Tobi - Crewmate,Ethan - Noise Maker,Harry - Imposter,JJ - Crewmate,Lachlan - Crewmate,PieFace - ShapeShifter,Viz - Crewmate	Simon - Crewmate Josh - Crewmate Vik - Crewmate Tobi - Crewmate Ethan - Noise Maker Harry - Imposter JJ - Crewmate Lachlan - Crewmate PieFace - ShapeShifter Viz - Crewmate
236	https://www.youtube.com/watch?v=nxGlZX9GH5I&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2056s	Imposter	The Skeld	Simon - Imposter,Josh - Crewmate,Vik - Crewmate,Tobi - Crewmate,Ethan - Crewmate,Harry - Noise Maker,JJ - ShapeShifter,Lachlan - Crewmate,PieFace - Crewmate,Viz - Crewmate	Simon - Imposter Josh - Crewmate Vik - Crewmate Tobi - Crewmate Ethan - Crewmate Harry - Noise Maker JJ - ShapeShifter Lachlan - Crewmate PieFace - Crewmate Viz - Crewmate
237	https://www.youtube.com/watch?v=36ua-xxGEYQ&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=83	Crewmate	The Skeld	Simon - Crewmate,Josh - Crewmate,Vik - Crewmate,Tobi - Crewmate,Ethan - Crewmate,Harry - Crewmate,JJ - Imposter,Lachlan - Phantom Imposter,PieFace - Crewmate,Viz - Noise Maker	Simon - Crewmate Josh - Crewmate Vik - Crewmate Tobi - Crewmate Ethan - Crewmate Harry - Crewmate JJ - Imposter Lachlan - Phantom Imposter PieFace - Crewmate Viz - Noise Maker
238	https://www.youtube.com/watch?v=36ua-xxGEYQ&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=920s	Crewmate	The Skeld	Simon - Crewmate,Josh - Crewmate,Vik - Crewmate,Tobi - Crewmate,Ethan - Crewmate,Harry - Crewmate,JJ - Phantom Imposter,Lachlan - Crewmate,PieFace - Imposter,Viz - Noise Maker	Simon - Crewmate Josh - Crewmate Vik - Crewmate Tobi - Crewmate Ethan - Crewmate Harry - Crewmate JJ - Phantom Imposter Lachlan - Crewmate PieFace - Imposter Viz - Noise Maker
239	https://www.youtube.com/watch?v=36ua-xxGEYQ&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1485s	Crewmate	The Skeld	Simon - Noise Maker,Josh - Crewmate,Vik - Crewmate,Tobi - Crewmate,Ethan - Phantom Imposter,Harry - Crewmate,JJ - Crewmate,Lachlan - Crewmate,PieFace - Imposter,Viz - Crewmate	Simon - Noise Maker Josh - Crewmate Vik - Crewmate Tobi - Crewmate Ethan - Phantom Imposter Harry - Crewmate JJ - Crewmate Lachlan - Crewmate PieFace - Imposter Viz - Crewmate
240	https://www.youtube.com/watch?v=R3rG6Aiwdho&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=84	Crewmate	The Skeld	Simon - Crewmate - (2/7),Josh - Crewmate - (4/7),Tobi - Veteran - (5/7),Ethan - Haunter - (1/7),Harry - Crewmate - (5/7),JJ - Imposter,Randolph - Imposter,Lazarbeam - Crewmate - (1/7),DannyAarons - Crewmate - (1/7),Viz - Crewmate - (4/7)	Simon - Crewmate - (2/7) Josh - Crewmate - (4/7) Tobi - Veteran - (5/7) Ethan - Haunter - (1/7) Harry - Crewmate - (5/7) JJ - Imposter Randolph - Imposter Lazarbeam - Crewmate - (1/7) DannyAarons - Crewmate - (1/7) Viz - Crewmate - (4/7)
241	https://www.youtube.com/watch?v=R3rG6Aiwdho&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=625s	Executioner	The Skeld	Simon - Crewmate - (1/7),Josh - Haunter - (3/7),Tobi - Veteran - (4/7),Ethan - Executioner,Harry - Crewmate - (2/7),JJ - Crewmate - (2/7),Randolph - Imposter,Lazarbeam - Imposter,DannyAarons - Crewmate - (3/7),Viz - Crewmate - (2/7)	Simon - Crewmate - (1/7) Josh - Haunter - (3/7) Tobi - Veteran - (4/7) Ethan - Executioner Harry - Crewmate - (2/7) JJ - Crewmate - (2/7) Randolph - Imposter Lazarbeam - Imposter DannyAarons - Crewmate - (3/7) Viz - Crewmate - (2/7)
242	https://www.youtube.com/watch?v=R3rG6Aiwdho&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1041s	Imposter	The Skeld	Simon - Imposter,Josh - Haunter - (2/7),Tobi - Crewmate - (5/7),Ethan - Executioner,Harry - Crewmate - (2/7),JJ - Crewmate - (3/7),Randolph - Crewmate - (2/7),Lazarbeam - Crewmate - (1/7),DannyAarons - Crewmate - (3/7),Viz - Imposter	Simon - Imposter Josh - Haunter - (2/7) Tobi - Crewmate - (5/7) Ethan - Executioner Harry - Crewmate - (2/7) JJ - Crewmate - (3/7) Randolph - Crewmate - (2/7) Lazarbeam - Crewmate - (1/7) DannyAarons - Crewmate - (3/7) Viz - Imposter
